station_complex_id
159
125
296
84
81
432
243
131
444
183
305
193
30
456
78
79
127
45
158
191
52
354
463
304
188
297
447
150
452
13
83
460
9
129
130
157
54
162
154
438
455
43
242
351
181
134
209
446
254
152
357
122
457
451
153
430
124
8
450
44
126
46
356
86
350
120
433
443
241
621
16
189
194
352
448
300
185
441
458
87
353
156
461
36
360
77
187
459
620
359
192
182
427
429
82
80
299
449
298
437
56
89
303
155
453
440
434
151
180
220
119
445
133
35
428
51
22
160
3
85
88
186
53
55
358
436
306
123
442
62
431
355
349
221
622
301
190
5
215
439
218
211
213
217
76
212
240
245
250
244
66
277
210
248
407
252
405
262
214
251
222
255
409
476
385
372
246
32
204
34
333
216
336
165
386
247
384
114
325
294
373
292
208
28
377
173
378
253
313
607
TRAM1
6
312
369
276
601
368
366
624
91
623
270
319
69
403
608
96
611
310
99
603
605
365
610
90
371
318
271
70
64
61
307
625
308
471
364
278
604
367
272
414
609
636
361
60
363
404
49
4
94
48
475
606
259
75
309
370
629
627
97
268
413
501
72
630
37
314
626
98
261
58
65
71
264
57
265
311
602
258
95
68
399
613
67
273
50
628
257
397
93
362
502
316
477
47
260
464
74
263
59
269
612
398
635
TRAM2
26
256
266
31
41
113
334
295
110
147
201
175
321
146
144
228
234
287
232
197
205
136
344
392
10
169
291
107
231
324
327
143
323
286
135
198
339
375
235
101
382
141
326
145
2
374
202
337
137
320
176
14
420
168
289
17
42
207
33
39
348
282
103
237
20
195
179
225
347
340
283
203
149
383
236
100
293
393
345
376
396
426
279
280
109
329
346
290
164
108
343
167
138
38
341
200
223
238
387
288
118
388
381
177
395
394
196
379
380
111
284
1
206
424
391
199
418
416
328
419
425
421
422
423
417
