station,a_teen,a_college,a_adult,a_mid,a_old,a_unkown,r_native,r_asian,r_black,r_latino,r_unknown,r_white,sex_f,s_m,sex_u,total
"N,Q,R",0,9,20,3,0,2,0,2,0,18,3,11,5,29,0,34
59 ST.-COLUMBUS CIRCLE,23,339,471,157,13,4,4,90,199,426,40,248,289,714,4,1007
1,11,168,205,61,4,0,2,28,100,204,11,104,123,324,2,449
"A,B,C,D",12,171,266,96,9,4,2,62,99,222,29,144,166,390,2,558
59 STREET,2,64,72,12,2,1,1,19,34,53,6,40,37,115,1,153
"4,5,6",2,64,72,12,2,1,1,19,34,53,6,40,37,115,1,153
6 AVENUE,0,3,4,0,0,0,0,1,1,1,0,4,1,6,0,7
L,0,3,4,0,0,0,0,1,1,1,0,4,1,6,0,7
66 ST.-LINCOLN CENTER,0,2,4,3,0,0,0,0,2,3,0,4,0,9,0,9
1,0,2,4,3,0,0,0,0,2,3,0,4,0,9,0,9
68 ST.-HUNTER COLLEGE,1,44,47,19,2,0,1,11,20,47,1,33,27,86,0,113
6,1,44,47,19,2,0,1,11,20,47,1,33,27,86,0,113
7 AVENUE,0,3,4,0,0,0,0,0,3,2,0,2,4,3,0,7
"B,D,E",0,3,4,0,0,0,0,0,3,2,0,2,4,3,0,7
72 STREET,1,19,39,27,2,1,1,5,15,52,5,11,25,64,0,89
"1,2,3",1,18,36,25,1,1,1,5,14,49,5,8,24,58,0,82
"B,C",0,1,3,2,1,0,0,0,1,3,0,3,1,6,0,7
72ND STREET,0,2,7,5,2,0,0,2,3,5,0,6,5,11,0,16
Q,0,2,7,5,2,0,0,2,3,5,0,6,5,11,0,16
77 STREET,4,44,63,21,2,0,0,11,22,65,4,32,25,109,0,134
6,4,44,63,21,2,0,0,11,22,65,4,32,25,109,0,134
79 STREET,0,4,4,0,0,0,0,0,2,2,1,3,0,8,0,8
1,0,4,4,0,0,0,0,0,2,2,1,3,0,8,0,8
8 AVENUE,1,7,17,4,0,0,0,2,6,8,2,11,8,21,0,29
L,1,7,17,4,0,0,0,2,6,8,2,11,8,21,0,29
8 ST.-NYU,0,0,2,0,1,0,0,0,1,0,1,1,1,2,0,3
"N,R",0,0,2,0,1,0,0,0,1,0,1,1,1,2,0,3
81 ST.-MUSEUM OF NATURAL HISTORY,0,3,2,1,0,0,0,2,2,1,0,1,3,3,0,6
"B,C",0,3,2,1,0,0,0,2,2,1,0,1,3,3,0,6
86 STREET,3,84,125,39,7,1,1,19,54,124,6,55,54,205,0,259
1,1,15,15,7,1,1,0,3,8,24,1,4,7,33,0,40
"4,5,6",2,68,101,30,6,0,1,15,45,93,4,49,44,163,0,207
"B,C",0,1,9,2,0,0,0,1,1,7,1,2,3,9,0,12
86TH STREET,0,5,4,0,0,0,0,0,3,3,0,3,3,6,0,9
Q,0,5,4,0,0,0,0,0,3,3,0,3,3,6,0,9
96 STREET,7,131,138,44,8,0,1,30,72,155,9,61,87,238,3,328
"1,2,3",3,70,76,26,6,0,0,17,44,82,7,31,43,138,0,181
6,4,49,52,14,2,0,1,11,22,63,1,23,41,79,1,121
"B,C",0,12,10,4,0,0,0,2,6,10,1,7,3,21,2,26
96TH STREET,0,4,16,6,0,0,0,0,7,14,0,5,6,20,0,26
Q,0,4,16,6,0,0,0,0,7,14,0,5,6,20,0,26
ASTOR PLACE,0,9,5,4,0,0,0,1,6,5,1,5,4,14,0,18
6,0,9,5,4,0,0,0,1,6,5,1,5,4,14,0,18
BLEECKER STREET,2,50,45,22,7,0,1,17,16,55,2,35,26,100,0,126
6,2,50,45,22,7,0,1,17,16,55,2,35,26,100,0,126
BOWERY,0,5,3,0,0,0,0,2,2,1,0,3,3,5,0,8
"J,Z",0,5,3,0,0,0,0,2,2,1,0,3,3,5,0,8
BOWLING GREEN,0,3,4,1,0,0,0,0,1,6,0,1,1,7,0,8
"4,5",0,3,4,1,0,0,0,0,1,6,0,1,1,7,0,8
BROAD STREET,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,2
"J,Z",0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,2
BROADWAY/LAFAYETTE,0,61,49,13,5,0,1,24,24,33,2,44,45,83,0,128
"B,D,F,M",0,61,49,13,5,0,1,24,24,33,2,44,45,83,0,128
BROADWAY/NASSAU,12,243,284,61,11,1,8,56,195,202,22,129,159,451,2,612
"A,C",12,243,284,61,11,1,8,56,195,202,22,129,159,451,2,612
BROOKLYN BRIDGE-CITY HALL,1,9,4,2,0,0,0,1,6,9,0,0,3,13,0,16
"4,5,6",1,9,4,2,0,0,0,1,6,9,0,0,3,13,0,16
CANAL STREET,8,140,175,39,8,0,1,34,107,109,19,100,96,274,0,370
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
6,1,17,18,7,1,0,0,7,9,18,1,9,10,34,0,44
"A,C,E",7,113,149,26,7,0,1,22,95,91,13,80,77,225,0,302
"J,Z",0,5,8,2,0,0,0,2,2,0,4,7,6,9,0,15
"N,Q,R",0,5,0,3,0,0,0,2,1,0,1,4,2,6,0,8
CHAMBERS ST.-WORLD TRADE CENTER,1,13,25,4,0,0,1,6,15,17,2,2,14,29,0,43
"A,C,E",1,13,25,4,0,0,1,6,15,17,2,2,14,29,0,43
CHAMBERS STREET,4,24,21,7,3,0,1,6,23,24,0,5,9,50,0,59
"1,2,3",3,24,17,7,3,0,1,6,20,22,0,5,9,45,0,54
"J,Z",1,0,4,0,0,0,0,0,3,2,0,0,0,5,0,5
CHRISTOPHER ST.-SHERIDAN SQ.,2,37,37,4,2,0,0,7,14,27,5,29,24,58,0,82
1,2,37,37,4,2,0,0,7,14,27,5,29,24,58,0,82
CITY HALL,0,2,1,0,0,0,0,3,0,0,0,0,1,2,0,3
R,0,2,1,0,0,0,0,3,0,0,0,0,1,2,0,3
CORTLANDT STREET,0,6,2,1,0,0,0,1,3,4,0,1,1,8,0,9
1,0,5,0,0,0,0,0,1,2,2,0,0,0,5,0,5
R,0,1,2,1,0,0,0,0,1,2,0,1,1,3,0,4
DELANCEY STREET,1,89,114,28,5,1,1,36,72,65,5,59,62,175,1,238
F,1,89,114,28,5,1,1,36,72,65,5,59,62,175,1,238
DISTRICT 1 OFFICE,1,3,4,0,0,1,0,1,4,4,0,0,2,7,0,9
N/A,1,3,4,0,0,1,0,1,4,4,0,0,2,7,0,9
DISTRICT 3 OFFICE,0,0,3,0,0,0,0,0,2,1,0,0,1,2,0,3
N/A,0,0,3,0,0,0,0,0,2,1,0,0,1,2,0,3
DISTRICT 4 OFFICE,0,0,6,0,0,0,0,0,1,1,0,4,1,5,0,6
N/A,0,0,6,0,0,0,0,0,1,1,0,4,1,5,0,6
EAST BROADWAY,0,5,10,1,0,0,1,7,1,2,1,4,3,13,0,16
F,0,5,10,1,0,0,1,7,1,2,1,4,3,13,0,16
ESSEX STREET,0,5,11,3,0,0,1,4,2,6,1,5,4,15,0,19
"J,M,Z",0,5,11,3,0,0,1,4,2,6,1,5,4,15,0,19
FRANKLIN STREET,0,4,2,3,0,0,0,0,2,6,0,1,0,9,0,9
1,0,4,2,3,0,0,0,0,2,6,0,1,0,9,0,9
FULTON STREET,6,86,93,24,2,0,3,19,71,78,3,37,57,154,0,211
"2,3",0,16,7,6,1,0,0,5,11,8,0,6,5,25,0,30
"4,5",6,69,83,18,1,0,3,14,58,69,3,30,51,126,0,177
"J,Z",0,1,3,0,0,0,0,0,2,1,0,1,1,3,0,4
GRAND STREET,0,2,3,4,0,0,0,4,0,2,0,3,6,3,0,9
"B,D",0,2,3,4,0,0,0,4,0,2,0,3,6,3,0,9
HOUSTON STREET,1,2,2,0,0,0,0,0,4,1,0,0,2,3,0,5
1,1,2,2,0,0,0,0,0,4,1,0,0,2,3,0,5
LEXINGTON AVE.,1,15,21,14,2,0,0,12,10,17,2,12,18,35,0,53
F,0,6,11,9,1,0,0,11,4,3,1,8,9,18,0,27
"N,Q,R",1,9,10,5,1,0,0,1,6,14,1,4,9,17,0,26
LEXINGTON AVENUE,0,19,25,11,0,0,0,8,10,14,3,20,22,33,0,55
"E,M",0,19,25,11,0,0,0,8,10,14,3,20,22,33,0,55
OFF-SYSTEM,0,5,13,5,2,0,0,2,12,7,0,4,5,20,0,25
OFF-SYSTEM,0,5,13,5,2,0,0,2,12,7,0,4,5,20,0,25
PRINCE STREET,0,14,12,5,0,0,0,10,4,10,1,6,11,20,0,31
"N,R",0,14,12,5,0,0,0,10,4,10,1,6,11,20,0,31
RECTOR STREET,0,2,1,0,0,0,1,0,0,2,0,0,0,3,0,3
1,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,2
R,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
SOUTH FERRY,2,36,42,10,1,0,0,5,22,38,5,21,18,72,1,91
1,2,36,42,10,1,0,0,5,22,38,5,21,18,72,1,91
SPRING STREET,0,28,47,13,1,0,1,14,18,27,2,27,24,65,0,89
6,0,5,4,0,0,0,0,2,1,3,0,3,3,6,0,9
"C,E",0,23,43,13,1,0,1,12,17,24,2,24,21,59,0,80
UNION SQUARE,2,18,23,8,3,0,0,5,12,16,3,18,18,35,1,54
"N,Q,R",2,18,23,8,3,0,0,5,12,16,3,18,18,35,1,54
W. 4 STREET,2,63,41,12,0,0,1,15,27,27,6,42,36,82,0,118
"A,B,C,D,E,F,M",2,63,41,12,0,0,1,15,27,27,6,42,36,82,0,118
WALL STREET,0,5,1,1,0,0,0,1,3,1,1,1,2,5,0,7
"2,3",0,1,1,0,0,0,0,0,0,1,1,0,0,2,0,2
"4,5",0,4,0,1,0,0,0,1,3,0,0,1,2,3,0,5
WHITEHALL ST.-SOUTH FERRY,0,1,2,2,0,0,0,2,1,2,0,0,1,4,0,5
R,0,1,2,2,0,0,0,2,1,2,0,0,1,4,0,5
102 STREET,0,1,5,1,0,0,0,1,0,6,0,0,1,6,0,7
"J,Z",0,1,5,1,0,0,0,1,0,6,0,0,1,6,0,7
103 ST.-CORONA PLAZA,1,59,82,36,1,0,0,2,3,166,5,3,30,148,1,179
7,1,59,82,36,1,0,0,2,3,166,5,3,30,148,1,179
111 STREET,0,1,2,0,0,0,0,1,0,1,0,1,1,2,0,3
J,0,1,2,0,0,0,0,1,0,1,0,1,1,2,0,3
111 st-Roosevelt Ave,3,19,48,15,0,0,0,2,0,80,2,1,25,60,0,85
7,3,19,48,15,0,0,0,2,0,80,2,1,25,60,0,85
169 STREET,4,108,123,75,4,0,11,60,54,145,32,12,83,231,0,314
F,4,108,123,75,4,0,11,60,54,145,32,12,83,231,0,314
179 ST.-JAMAICA,0,15,16,10,0,0,0,2,10,25,4,0,8,32,1,41
F,0,15,16,10,0,0,0,2,10,25,4,0,8,32,1,41
21 STREET,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2
G,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2
23 STREET-ELY AVENUE,0,1,4,1,0,0,0,1,1,4,0,0,1,5,0,6
"E,M",0,1,4,1,0,0,0,1,1,4,0,0,1,5,0,6
30 AVENUE,0,3,7,0,1,0,0,0,0,5,3,3,0,10,1,11
"N,Q",0,3,7,0,1,0,0,0,0,5,3,3,0,10,1,11
33 STREET,0,10,8,2,0,0,0,5,4,11,0,0,5,15,0,20
7,0,10,8,2,0,0,0,5,4,11,0,0,5,15,0,20
36 AVENUE,0,1,2,2,0,0,0,1,0,2,2,0,1,4,0,5
"N,Q",0,1,2,2,0,0,0,1,0,2,2,0,1,4,0,5
39 AVENUE,0,1,1,0,0,0,0,0,1,0,1,0,0,2,0,2
"N,Q",0,1,1,0,0,0,0,0,1,0,1,0,0,2,0,2
40 STREET,0,3,13,6,3,0,0,2,6,14,0,3,7,18,0,25
7,0,3,13,6,3,0,0,2,6,14,0,3,7,18,0,25
45 ROAD-COURT HOUSE SQUARE,2,11,9,2,0,0,0,4,1,15,2,2,2,22,0,24
7,2,11,9,2,0,0,0,4,1,15,2,2,2,22,0,24
46 STREET,4,69,130,59,1,1,2,33,29,152,11,37,66,198,0,264
7,4,61,113,53,1,1,1,30,24,141,10,27,55,178,0,233
"M,R",0,8,17,6,0,0,1,3,5,11,1,10,11,20,0,31
52 STREET,0,20,53,27,2,0,0,13,7,60,14,8,30,72,0,102
7,0,20,53,27,2,0,0,13,7,60,14,8,30,72,0,102
61 ST.-WOODSIDE,0,11,25,10,0,0,1,3,0,28,9,5,4,42,0,46
7,0,11,25,10,0,0,1,3,0,28,9,5,4,42,0,46
63 DRIVE-REGO PARK,1,12,10,5,0,0,0,5,1,16,3,3,8,20,0,28
"M,R",1,12,10,5,0,0,0,5,1,16,3,3,8,20,0,28
65 STREET,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
"M,R",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
67 AVENUE,0,1,8,4,0,0,0,3,3,4,0,3,5,8,0,13
"M,R",0,1,8,4,0,0,0,3,3,4,0,3,5,8,0,13
69 STREET,1,51,66,26,4,0,1,15,5,112,10,5,23,124,1,148
7,1,51,66,26,4,0,1,15,5,112,10,5,23,124,1,148
71 AVE.-FOREST HILLS,2,21,21,10,0,0,0,11,11,21,2,9,14,40,0,54
"E,F,M,R",2,21,21,10,0,0,0,11,11,21,2,9,14,40,0,54
74 ST.-BROADWAY,5,131,242,53,6,0,2,48,17,331,25,14,74,362,1,437
7,5,131,242,53,6,0,2,48,17,331,25,14,74,362,1,437
75 AVENUE,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2
"E,F",0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2
75 ST.-ELDERTS LANE,0,4,8,2,0,0,0,2,3,8,0,1,2,12,0,14
"J,Z",0,4,8,2,0,0,0,2,3,8,0,1,2,12,0,14
80 STREET,0,9,14,6,0,0,0,8,6,14,1,0,4,25,0,29
A,0,9,14,6,0,0,0,8,6,14,1,0,4,25,0,29
82 ST.-JACKSON HEIGHTS,3,41,55,14,1,0,0,1,5,100,6,2,24,89,1,114
7,3,41,55,14,1,0,0,1,5,100,6,2,24,89,1,114
85 ST.-FOREST PKWY.,0,1,6,4,0,0,1,2,2,6,0,0,4,7,0,11
J,0,1,6,4,0,0,1,2,2,6,0,0,4,7,0,11
88 STREET,0,1,1,0,0,0,0,0,1,0,1,0,0,2,0,2
A,0,1,1,0,0,0,0,0,1,0,1,0,0,2,0,2
90 ST.-ELMHURST AVE.,1,21,71,23,0,0,0,2,1,110,3,0,26,89,1,116
7,1,21,71,23,0,0,0,2,1,110,3,0,26,89,1,116
AQUEDUCT-RACETRACK,0,0,6,10,1,1,0,5,7,5,0,1,3,15,0,18
A,0,0,6,10,1,1,0,5,7,5,0,1,3,15,0,18
ASTORIA BLVD.,0,22,41,4,1,0,0,3,7,36,8,14,10,58,0,68
"N,Q",0,22,41,4,1,0,0,3,7,36,8,14,10,58,0,68
BEACH 25 STREET,0,7,13,4,0,0,0,0,15,6,1,2,7,17,0,24
A,0,7,13,4,0,0,0,0,15,6,1,2,7,17,0,24
BEACH 36 STREET,0,2,2,1,0,0,0,0,5,0,0,0,1,4,0,5
A,0,2,2,1,0,0,0,0,5,0,0,0,1,4,0,5
BEACH 44 STREET,0,1,2,1,0,0,0,0,3,1,0,0,1,3,0,4
A,0,1,2,1,0,0,0,0,3,1,0,0,1,3,0,4
BEACH 60 STREET,0,6,9,3,1,1,0,1,8,7,2,2,1,19,0,20
A,0,6,9,3,1,1,0,1,8,7,2,2,1,19,0,20
BEACH 67 STREET,0,18,30,13,0,0,2,1,24,24,5,5,23,38,0,61
A,0,18,30,13,0,0,2,1,24,24,5,5,23,38,0,61
BEACH 90 STREET,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"A,S",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
BEACH 98 STREET,0,7,9,8,1,1,0,0,11,10,1,4,6,20,0,26
"A,S",0,7,9,8,1,1,0,0,11,10,1,4,6,20,0,26
BROADWAY,0,0,3,0,0,0,0,0,0,2,0,1,0,3,0,3
"N,Q",0,0,3,0,0,0,0,0,0,2,0,1,0,3,0,3
COURT SQUARE,0,6,13,5,0,0,0,2,3,16,0,3,6,18,0,24
G,0,6,13,5,0,0,0,2,3,16,0,3,6,18,0,24
DISTRICT 23 OFFICE,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
N/A,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
DITMARS BLVD.-ASTORIA,1,36,32,4,0,0,0,5,8,35,6,19,13,60,0,73
"N,Q",1,36,32,4,0,0,0,5,8,35,6,19,13,60,0,73
ELMHURST AVE.,0,21,25,23,1,0,0,14,4,23,26,3,19,51,0,70
"M,R",0,21,25,23,1,0,0,14,4,23,26,3,19,51,0,70
FAR ROCKAWAY-MOTT AVE.,2,31,50,16,3,0,0,3,53,40,4,2,15,87,0,102
A,2,31,50,16,3,0,0,3,53,40,4,2,15,87,0,102
GRAND AVE.-NEWTON,1,20,52,30,1,0,3,30,6,54,5,6,31,72,1,104
"M,R",1,20,52,30,1,0,3,30,6,54,5,6,31,72,1,104
HOWARD BEACH-JFK AIRPORT,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,2
A,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,2
HUNTERS POINT AVENUE,0,2,5,1,0,0,0,0,4,4,0,0,0,8,0,8
7,0,2,5,1,0,0,0,0,4,4,0,0,0,8,0,8
JAMAICA-VAN WYCK,0,3,2,0,0,0,0,0,1,4,0,0,0,5,0,5
E,0,3,2,0,0,0,0,0,1,4,0,0,0,5,0,5
JUNCTION BLVD.,5,35,86,12,3,0,0,3,8,122,5,3,38,103,0,141
7,5,35,86,12,3,0,0,3,8,122,5,3,38,103,0,141
LEFFERTS BLVD.,0,8,12,6,2,0,1,9,8,8,2,0,2,26,0,28
A,0,8,12,6,2,0,1,9,8,8,2,0,2,26,0,28
MAIN ST.-FLUSHING,6,122,143,29,3,1,0,42,17,228,5,12,50,254,0,304
7,6,122,143,29,3,1,0,42,17,228,5,12,50,254,0,304
NORTHERN BLVD.,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3
"M,R",0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3
OFF-SYSTEM,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
OFF-SYSTEM,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
PARSONS BLVD.,0,18,33,11,0,0,1,7,12,31,8,3,9,53,0,62
F,0,18,33,11,0,0,1,7,12,31,8,3,9,53,0,62
PARSONS/ARCHER-JAMAICA CENTER,0,13,12,9,0,0,0,0,11,17,5,1,3,31,0,34
"E,J,Z",0,13,12,9,0,0,0,0,11,17,5,1,3,31,0,34
QUEENS PLAZA,0,15,31,8,0,0,1,6,11,24,5,7,14,40,0,54
"E,M,R",0,15,31,8,0,0,1,6,11,24,5,7,14,40,0,54
QUEENSBORO PLAZA,0,27,35,13,0,0,2,9,10,42,4,8,18,56,1,75
"N,Q,7",0,27,35,13,0,0,2,9,10,42,4,8,18,56,1,75
ROCKAWAY BLVD.,3,26,41,31,1,0,1,17,27,47,3,7,21,81,0,102
A,3,26,41,31,1,0,1,17,27,47,3,7,21,81,0,102
ROOSEVELT AVE.-JACKSON HEIGHTS,7,188,320,104,12,0,4,113,16,408,63,27,135,495,1,631
"E,F,M,R",7,188,320,104,12,0,4,113,16,408,63,27,135,495,1,631
ROOSEVELT ISLAND,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
F,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
STEINWAY ST.,0,6,3,0,0,0,0,2,1,3,3,0,2,7,0,9
"M,R",0,6,3,0,0,0,0,2,1,3,3,0,2,7,0,9
SUTPHIN BLVD.,1,21,45,20,2,0,2,16,8,53,7,3,25,64,0,89
F,1,21,45,20,2,0,2,16,8,53,7,3,25,64,0,89
SUTPHIN BLVD.-ARCHER AVE.,1,44,76,28,5,2,0,12,38,82,16,8,30,125,1,156
"E,J,Z",1,44,76,28,5,2,0,12,38,82,16,8,30,125,1,156
UNION TURNPIKE-KEW GARDENS,3,32,34,11,0,0,0,16,11,45,2,6,22,58,0,80
"E,F",3,32,34,11,0,0,0,16,11,45,2,6,22,58,0,80
VAN WYCK BLVD.-BRIARWOOD,0,3,5,5,0,0,0,2,1,7,2,1,4,9,0,13
"E,F",0,3,5,5,0,0,0,2,1,7,2,1,4,9,0,13
VERNON BLVD.-JACKSON AVE.,0,4,4,1,0,0,0,2,0,2,0,5,1,8,0,9
7,0,4,4,1,0,0,0,2,0,2,0,5,1,8,0,9
WILLETS POINT-SHEA STADIUM,1,35,44,15,1,0,0,4,56,29,1,6,13,83,0,96
7,1,35,44,15,1,0,0,4,56,29,1,6,13,83,0,96
WOODHAVEN BLVD.,1,24,46,18,1,0,0,9,14,47,10,10,26,62,2,90
"J,Z",0,2,3,4,0,0,0,1,2,6,0,0,2,7,0,9
"M,R",1,22,43,14,1,0,0,8,12,41,10,10,24,55,2,81
